SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,FOUND_DATE,SECURITY_CODE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE,QJFE_DAY{2025-11-03}
37,8.6920,-0.71,2013-06-24,3.57亿,-0.064,2013-07-18,518800,8.628,黄金基金ETF,1,False,-0.062,29.21亿,-0.17|2025-11-03,T+0,253.86亿|2025-11-03,1380.00万
38,1.2036,1.08,2018-11-21,9.13亿,0.013,2018-12-19,512890,1.217,红利低波ETF,1,False,0.013,207.61亿,1.33|2025-11-03,T+1,249.88亿|2025-11-03,1300.00万
39,1.3752,-2.81,2022-06-13,66.00亿,-0.024,2022-07-01,513120,1.351,港股创新药ETF,1,False,-0.039,173.99亿,1.39|2025-11-03,T+0,239.27亿|2025-11-03,9600.00万
40,0.8000,-1.86,2021-05-31,7.97亿,-0.010,2021-06-21,513980,0.790,港股科技50ETF,1,False,-0.015,297.39亿,0.21|2025-11-03,T+0,237.91亿|2025-11-03,0.00
41,1.4913,-1.21,2020-07-20,7.46亿,-0.016,2020-07-27,159819,1.475,人工智能ETF,0,False,-0.018,158.73亿,0.11|2025-11-03,T+1,236.72亿|2025-11-03,0.00
42,4.1263,-0.48,2006-03-09,1.43亿,-0.018,2006-04-13,510180,4.108,上证180ETF,1,False,-0.020,56.86亿,0.15|2025-11-03,T+1,234.60亿|2025-11-03,350.00万
43,106.5405,0.02,2018-12-10,21.62亿,0.040,2018-12-27,511030,106.580,公司债ETF,1,False,0.020,2.20亿,0.03|2025-11-03,T+0,234.53亿|2025-11-03,11.00万
44,0.8153,-1.46,2021-05-12,13.20亿,-0.005,2021-05-18,513010,0.810,恒生科技ETF易方达,1,False,-0.012,287.45亿,0.16|2025-11-03,T+0,234.36亿|2025-11-03,1.22亿
45,1.0262,-2.53,2021-11-11,12.16亿,-0.025,2021-12-17,562500,1.001,机器人ETF,1,False,-0.026,224.43亿,-0.24|2025-11-03,T+1,230.31亿|2025-11-03,-6600.00万
46,1.4513,-1.10,2019-04-22,14.51亿,-0.015,2019-05-08,512480,1.436,半导体ETF,1,False,-0.016,157.47亿,-0.92|2025-11-03,T+1,228.54亿|2025-11-03,-6000.00万
47,2.2913,-2.58,2013-11-04,5.71亿,0.124,2013-12-05,513500,2.415,标普500ETF,1,False,-0.064,98.11亿,0.28|2025-10-31,T+0,224.79亿|2025-10-31,0.00
48,0.5888,-1.19,2019-03-11,9.55亿,-0.008,2019-04-04,512690,0.581,酒ETF,1,False,-0.007,361.20亿,0.26|2025-11-03,T+1,212.67亿|2025-11-03,10.33亿
49,0.8332,-1.32,2013-07-15,5.49亿,-0.011,2013-08-23,159928,0.822,消费ETF,0,False,-0.011,253.45亿,0.40|2025-11-03,T+1,211.17亿|2025-11-03,2000.00万
50,0.8222,2.07,2017-05-25,15.69亿,0.018,2017-07-18,512800,0.840,银行ETF,1,False,0.017,236.62亿,1.29|2025-11-03,T+1,194.55亿|2025-11-03,8.26亿
51,3.2846,0.91,2006-10-30,7.38亿,0.028,2006-11-17,510880,3.313,红利ETF,1,False,0.030,55.20亿,1.41|2025-11-03,T+1,181.32亿|2025-11-03,-9350.00万
52,0.7252,-2.21,2021-02-18,5.41亿,-0.017,2021-02-23,159870,0.708,化工ETF,0,False,-0.016,240.28亿,-0.32|2025-11-03,T+1,174.25亿|2025-11-03,5.81亿
53,1.8320,-1.82,2013-04-15,10.77亿,0.108,2013-04-25,513100,1.940,纳指ETF,1,False,-0.036,94.66亿,0.49|2025-10-31,T+0,173.42亿|2025-10-31,0.00
54,0.7826,-1.52,2021-05-11,23.16亿,-0.006,2021-05-18,159740,0.777,恒生科技ETF,0,False,-0.012,220.24亿,0.17|2025-11-03,T+0,172.36亿|2025-11-03,1.10亿
55,0.4090,-1.71,2013-08-26,6.48亿,-0.007,2013-09-23,512010,0.402,医药ETF,1,False,-0.007,419.78亿,-1.02|2025-11-03,T+1,171.69亿|2025-11-03,2.76亿
56,1.7196,-3.03,2017-06-01,6.69亿,-0.053,2017-08-03,512400,1.667,有色金属ETF,1,False,-0.052,98.55亿,-1.31|2025-11-03,T+1,169.47亿|2025-11-03,-2.43亿
57,4.0808,-1.71,2015-04-08,1.55亿,-0.065,2015-05-05,512500,4.016,中证500ETF华夏,1,False,-0.070,41.39亿,0.02|2025-11-03,T+1,168.91亿|2025-11-03,-2720.00万
58,1.0899,-3.12,2021-06-01,11.70亿,-0.035,2021-06-15,159755,1.055,电池ETF,0,False,-0.034,149.26亿,-1.54|2025-11-03,T+1,162.67亿|2025-11-03,-7300.00万
59,1.6119,-0.74,2012-07-09,5.28亿,-0.006,2012-08-09,159920,1.606,恒生ETF,0,False,-0.012,93.94亿,0.91|2025-11-03,T+0,151.41亿|2025-11-03,0.00
60,0.8861,-0.23,2014-06-09,6.06亿,-0.001,2014-06-26,512070,0.885,证券保险ETF,1,False,-0.002,170.30亿,0.00|2025-11-03,T+1,150.91亿|2025-11-03,8700.00万
61,135.3550,0.04,2017-07-17,73.43亿,-0.001,2017-08-04,511260,135.354,十年国债ETF,1,False,0.048,1.10亿,0.01|2025-11-03,T+0,148.76亿|2025-11-03,0.00
62,1.2108,-1.40,2016-06-20,4.44亿,-0.016,2016-07-26,512660,1.195,军工ETF,1,False,-0.017,120.37亿,0.59|2025-11-03,T+1,145.74亿|2025-11-03,-1.08亿
63,1.0278,-2.62,2020-12-01,8.86亿,-0.026,2020-12-07,515790,1.002,光伏ETF,1,False,-0.027,140.35亿,3.40|2025-11-03,T+1,144.26亿|2025-11-03,2.10亿
64,1.9355,-2.01,2017-03-22,3.59亿,-0.039,2017-04-25,159952,1.897,创业板ETF广发,0,False,-0.039,74.01亿,0.32|2025-11-03,T+1,143.25亿|2025-11-03,-5950.00万
65,0.6900,-1.45,2019-05-24,5.18亿,-0.011,2019-07-23,512710,0.679,军工龙头ETF,1,False,-0.010,198.30亿,0.38|2025-11-03,T+1,136.82亿|2025-11-03,8100.00万
66,2.9707,-1.48,2013-01-07,2.83亿,-0.047,2013-02-06,159922,2.924,中证500ETF,0,False,-0.044,45.34亿,0.02|2025-11-03,T+1,134.68亿|2025-11-03,-1400.00万
67,1.4592,0.34,2019-12-23,1.37亿,0.005,2020-01-17,515450,1.464,红利低波50ETF,1,False,0.005,90.21亿,1.02|2025-11-03,T+1,131.64亿|2025-11-03,3600.00万
68,0.9150,-2.29,2020-03-02,8.29亿,-0.020,2020-03-20,159992,0.895,创新药ETF,0,False,-0.021,141.99亿,-0.55|2025-11-03,T+1,129.92亿|2025-11-03,4.12亿
69,1.2116,-0.17,2020-01-02,8.76亿,-0.002,2020-01-20,515220,1.210,煤炭ETF,1,False,-0.002,106.90亿,2.56|2025-11-03,T+1,129.52亿|2025-11-03,-3.58亿
70,1.9116,-3.45,2023-10-16,5.19亿,-0.066,2023-10-24,517520,1.846,黄金股ETF,1,False,-0.066,67.72亿,-1.74|2025-11-03,T+1,129.46亿|2025-11-03,3050.00万
71,1.9415,-2.75,2023-07-10,13.96亿,0.286,2023-07-19,159509,2.228,纳指科技ETF,0,False,-0.063,64.91亿,-0.25|2025-10-31,T+0,125.99亿|2025-10-31,100.00万
72,3.0928,-1.17,2022-07-22,2.53亿,-0.042,2022-07-27,159629,3.051,1000ETF,0,False,-0.036,40.19亿,0.42|2025-11-03,T+1,124.31亿|2025-11-03,-1600.00万
73,2.7365,-1.24,2019-07-22,11.71亿,-0.032,2019-08-16,515880,2.705,通信ETF,1,False,-0.034,43.46亿,0.95|2025-11-03,T+1,118.94亿|2025-11-03,1600.00万
74,1.4377,-0.90,2020-09-22,3.34亿,-0.013,2020-09-28,588050,1.425,科创ETF,1,False,-0.013,81.93亿,-1.03|2025-11-03,T+1,117.79亿|2025-11-03,2000.00万
75,0.5927,-2.18,2022-01-17,7.59亿,-0.009,2022-02-09,513770,0.584,港股互联网ETF,1,False,-0.013,197.85亿,1.02|2025-11-03,T+0,117.27亿|2025-11-03,2.63亿
76,2.2962,-1.49,2020-10-14,7.59亿,0.088,2020-10-22,513300,2.384,纳斯达克ETF,1,False,-0.036,50.78亿,0.57|2025-10-31,T+0,116.59亿|2025-10-31,75.00万
77,0.9093,-1.54,2021-06-21,3.05亿,-0.013,2021-06-28,159781,0.896,科创创业ETF,0,False,-0.014,126.23亿,0.01|2025-11-03,T+1,114.78亿|2025-11-03,-1.65亿
78,1.4789,-1.96,2021-02-19,6.27亿,-0.026,2021-02-25,159869,1.453,游戏ETF,0,False,-0.029,76.67亿,3.59|2025-11-03,T+1,113.39亿|2025-11-03,-1.55亿
79,0.8968,-1.89,2021-02-22,2.89亿,-0.016,2021-03-04,159851,0.881,金融科技ETF,0,False,-0.017,122.16亿,0.62|2025-11-03,T+1,109.55亿|2025-11-03,-1.50亿
80,0.7213,-1.51,2022-04-18,6.96亿,-0.005,2022-04-27,513380,0.716,恒生科技ETF龙头,1,False,-0.011,150.53亿,0.17|2025-11-03,T+0,108.58亿|2025-11-03,1.42亿
81,1.6150,-0.74,2019-04-22,3.29亿,-0.012,2019-05-16,512760,1.603,芯片ETF,1,False,-0.012,66.36亿,-1.02|2025-11-03,T+1,107.18亿|2025-11-03,600.00万
82,1.4082,0.43,2019-10-30,1.69亿,0.006,2019-11-26,515180,1.414,红利ETF易方达,1,False,0.006,75.79亿,0.90|2025-11-03,T+1,106.72亿|2025-11-03,-5900.00万
83,1.1329,-0.44,2021-01-18,3.79亿,-0.006,2021-01-28,159841,1.127,证券ETF,0,False,-0.005,91.34亿,-0.24|2025-11-03,T+1,103.48亿|2025-11-03,9600.00万
84,-,0.00,2016-08-15,10.71亿,0.005,2016-09-02,511660,100.005,货币ETF建信添益,1,False,0.005,1.01亿,0.01|2025-11-03,T+0,100.79亿|2025-11-03,100.91万
85,1.7178,-1.32,2023-05-22,2.99亿,0.082,2023-05-31,159501,1.800,纳指ETF嘉实,0,False,-0.024,58.54亿,0.51|2025-10-31,T+0,100.47亿|2025-10-31,500.00万
86,2.0801,-1.51,2022-06-13,2.83亿,0.079,2022-07-21,159632,2.159,纳斯达克ETF,0,False,-0.033,48.19亿,0.51|2025-10-31,T+0,100.21亿|2025-10-31,100.00万
