SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,FOUND_DATE,SECURITY_CODE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE,QJFE_DAY{2025-11-04}
32,1.3815,-0.77,2015-05-20,23.40亿,0.043,2015-06-10,159941,1.425,纳指ETF,0,False,-0.011,221.91亿,0.42|2025-11-03,T+0,306.39亿|2025-11-03,1300.00万
33,1.7370,-0.75,2019-12-24,11.25亿,-0.011,2020-01-20,159995,1.726,芯片ETF,0,False,-0.013,163.59亿,-0.51|2025-11-04,T+1,284.15亿|2025-11-04,2.24亿
34,10.2037,0.08,2014-10-17,4.24亿,0.004,2014-11-13,511220,10.208,城投债ETF,1,False,0.008,26.25亿,0.03|2025-11-04,T+0,267.87亿|2025-11-04,0.00
35,1.4881,1.14,2016-06-06,19.39亿,0.017,2016-06-30,159949,1.505,创业板50ETF,0,False,0.017,177.44亿,-1.96|2025-11-04,T+1,264.05亿|2025-11-04,-4600.00万
36,1.2166,0.00,2018-11-21,5.88亿,0.000,2018-12-19,512890,1.217,红利低波ETF,1,False,0.000,211.02亿,1.08|2025-11-04,T+1,256.73亿|2025-11-04,3.41亿
37,0.3618,0.00,2019-04-22,4.30亿,0.001,2019-05-20,512170,0.363,医疗ETF,1,False,0.000,700.71亿,-1.79|2025-11-04,T+1,253.52亿|2025-11-04,8.93亿
38,8.6587,-0.36,2013-06-24,2.47亿,-0.062,2013-07-18,518800,8.597,黄金基金ETF,1,False,-0.031,29.26亿,-0.38|2025-11-04,T+0,253.32亿|2025-11-04,500.00万
39,1.3337,-0.37,2022-06-13,85.06亿,0.012,2022-07-01,513120,1.346,港股创新药ETF,1,False,-0.005,178.28亿,-3.02|2025-11-04,T+0,237.77亿|2025-11-04,4.29亿
40,1.4741,-0.95,2020-07-20,6.41亿,-0.013,2020-07-27,159819,1.461,人工智能ETF,0,False,-0.014,159.53亿,-1.15|2025-11-04,T+1,235.17亿|2025-11-04,8000.00万
41,106.5517,0.02,2018-12-10,23.78亿,0.053,2018-12-27,511030,106.605,公司债ETF,1,False,0.025,2.20亿,0.01|2025-11-04,T+0,234.57亿|2025-11-04,2.00万
42,4.0998,-0.17,2006-03-09,8837.38万,0.001,2006-04-13,510180,4.101,上证180ETF,1,False,-0.007,56.80亿,-0.64|2025-11-04,T+1,232.85亿|2025-11-04,-600.00万
43,0.7818,-1.01,2021-05-31,9.56亿,0.000,2021-06-21,513980,0.782,港股科技50ETF,1,False,-0.008,297.40亿,-2.28|2025-11-04,T+0,232.51亿|2025-11-04,100.00万
44,0.8008,-1.11,2021-05-12,15.29亿,0.000,2021-05-18,513010,0.801,恒生科技ETF易方达,1,False,-0.009,289.66亿,-1.78|2025-11-04,T+0,231.96亿|2025-11-04,2.21亿
45,1.0013,-0.50,2021-11-11,9.00亿,-0.005,2021-12-17,562500,0.996,机器人ETF,1,False,-0.005,228.16亿,-2.43|2025-11-04,T+1,228.46亿|2025-11-04,3.74亿
46,1.4372,-0.84,2019-04-22,15.15亿,-0.013,2019-05-08,512480,1.424,半导体ETF,1,False,-0.012,157.41亿,-0.97|2025-11-04,T+1,226.23亿|2025-11-04,-600.00万
47,2.2950,-1.12,2013-11-04,6.31亿,0.093,2013-12-05,513500,2.388,标普500ETF,1,False,-0.027,98.11亿,0.16|2025-11-03,T+0,225.15亿|2025-11-03,0.00
48,0.5819,-0.34,2019-03-11,9.72亿,-0.003,2019-04-04,512690,0.579,酒ETF,1,False,-0.002,363.56亿,-1.17|2025-11-04,T+1,211.55亿|2025-11-04,2.36亿
49,0.8210,-0.24,2013-07-15,4.68亿,-0.001,2013-08-23,159928,0.820,消费ETF,0,False,-0.002,255.45亿,-1.46|2025-11-04,T+1,209.72亿|2025-11-04,2.00亿
50,0.8391,0.00,2017-05-25,17.51亿,0.001,2017-07-18,512800,0.840,银行ETF,1,False,0.000,236.31亿,2.06|2025-11-04,T+1,198.29亿|2025-11-04,-3060.00万
51,3.3118,0.27,2006-10-30,4.28亿,0.010,2006-11-17,510880,3.322,红利ETF,1,False,0.009,54.17亿,0.83|2025-11-04,T+1,179.41亿|2025-11-04,-1.03亿
52,1.8400,-1.44,2013-04-15,13.13亿,0.072,2013-04-25,513100,1.912,纳指ETF,1,False,-0.028,94.66亿,0.44|2025-11-03,T+0,174.18亿|2025-11-03,0.00
53,0.7688,-1.03,2021-05-11,32.90亿,0.000,2021-05-18,159740,0.769,恒生科技ETF,0,False,-0.008,224.44亿,-1.76|2025-11-04,T+0,172.55亿|2025-11-04,4.20亿
54,0.4016,0.00,2013-08-26,3.66亿,0.000,2013-09-23,512010,0.402,医药ETF,1,False,0.000,425.87亿,-1.81|2025-11-04,T+1,171.03亿|2025-11-04,6.09亿
55,0.7091,0.56,2021-02-18,4.26亿,0.003,2021-02-23,159870,0.712,化工ETF,0,False,0.004,237.69亿,-2.22|2025-11-04,T+1,168.54亿|2025-11-04,-2.59亿
56,4.0121,0.07,2015-04-08,1.04亿,0.007,2015-05-05,512500,4.019,中证500ETF华夏,1,False,0.003,41.20亿,-1.68|2025-11-04,T+1,165.30亿|2025-11-04,-1920.00万
57,1.6644,0.42,2017-06-01,10.09亿,0.010,2017-08-03,512400,1.674,有色金属ETF,1,False,0.007,98.36亿,-3.21|2025-11-04,T+1,163.70亿|2025-11-04,-1950.00万
58,1.0565,1.99,2021-06-01,14.38亿,0.019,2021-06-15,159755,1.076,电池ETF,0,False,0.021,150.23亿,-3.06|2025-11-04,T+1,158.71亿|2025-11-04,9700.00万
59,0.8861,-0.45,2014-06-09,3.51亿,-0.005,2014-06-26,512070,0.881,证券保险ETF,1,False,-0.004,173.67亿,0.00|2025-11-04,T+1,153.89亿|2025-11-04,3.37亿
60,1.5991,-0.37,2012-07-09,5.98亿,0.001,2012-08-09,159920,1.600,恒生ETF,0,False,-0.006,93.94亿,-0.79|2025-11-04,T+0,150.21亿|2025-11-04,0.00
61,135.3260,0.00,2017-07-17,41.00亿,0.026,2017-08-04,511260,135.352,十年国债ETF,1,False,-0.002,1.10亿,-0.02|2025-11-04,T+0,148.73亿|2025-11-04,0.00
62,1.1952,-0.17,2016-06-20,2.81亿,-0.002,2016-07-26,512660,1.193,军工ETF,1,False,-0.002,119.36亿,-1.29|2025-11-04,T+1,142.66亿|2025-11-04,-1.01亿
63,1.8976,1.00,2017-03-22,4.15亿,0.018,2017-04-25,159952,1.916,创业板ETF广发,0,False,0.019,74.93亿,-1.96|2025-11-04,T+1,142.19亿|2025-11-04,9180.00万
64,1.0018,4.59,2020-12-01,13.53亿,0.046,2020-12-07,515790,1.048,光伏ETF,1,False,0.046,140.17亿,-2.53|2025-11-04,T+1,140.43亿|2025-11-04,-1800.00万
65,0.6790,0.15,2019-05-24,3.81亿,0.001,2019-07-23,512710,0.680,军工龙头ETF,1,False,0.001,197.94亿,-1.59|2025-11-04,T+1,134.40亿|2025-11-04,-3600.00万
66,2.9207,0.21,2013-01-07,2.33亿,0.009,2013-02-06,159922,2.930,中证500ETF,0,False,0.006,45.00亿,-1.68|2025-11-04,T+1,131.42亿|2025-11-04,-3400.00万
67,1.4631,-0.27,2019-12-23,1.80亿,-0.003,2020-01-17,515450,1.460,红利低波50ETF,1,False,-0.004,89.82亿,0.27|2025-11-04,T+1,131.41亿|2025-11-04,-3950.00万
68,0.8947,-0.56,2020-03-02,5.39亿,-0.005,2020-03-20,159992,0.890,创新药ETF,0,False,-0.005,145.36亿,-2.22|2025-11-04,T+1,130.05亿|2025-11-04,3.37亿
69,1.2097,1.74,2020-01-02,11.48亿,0.021,2020-01-20,515220,1.231,煤炭ETF,1,False,0.021,106.50亿,-0.16|2025-11-04,T+1,128.83亿|2025-11-04,-4000.00万
70,1.9460,-0.72,2023-07-10,18.22亿,0.266,2023-07-19,159509,2.212,纳指科技ETF,0,False,-0.016,64.92亿,0.23|2025-11-03,T+0,126.31亿|2025-11-03,100.00万
71,1.8385,1.14,2023-10-16,4.70亿,0.028,2023-10-24,517520,1.867,黄金股ETF,1,False,0.021,68.16亿,-3.82|2025-11-04,T+1,125.31亿|2025-11-04,4350.00万
72,3.0505,0.39,2022-07-22,1.01亿,0.012,2022-07-27,159629,3.063,1000ETF,0,False,0.012,40.73亿,-1.37|2025-11-04,T+1,124.25亿|2025-11-04,5400.00万
73,2.7014,-0.48,2019-07-22,9.79亿,-0.009,2019-08-16,515880,2.692,通信ETF,1,False,-0.013,43.85亿,-1.28|2025-11-04,T+1,118.47亿|2025-11-04,3900.00万
74,1.4237,0.07,2020-09-22,3.27亿,0.002,2020-09-28,588050,1.426,科创ETF,1,False,0.001,82.35亿,-0.97|2025-11-04,T+1,117.25亿|2025-11-04,4200.00万
75,2.3073,-0.76,2020-10-14,10.08亿,0.059,2020-10-22,513300,2.366,纳斯达克ETF,1,False,-0.018,50.79亿,0.48|2025-11-03,T+0,117.17亿|2025-11-03,75.00万
76,0.5794,-1.03,2022-01-17,6.26亿,-0.001,2022-02-09,513770,0.578,港股互联网ETF,1,False,-0.006,199.54亿,-2.24|2025-11-04,T+0,115.61亿|2025-11-04,1.69亿
77,0.8964,1.12,2021-06-21,2.17亿,0.010,2021-06-28,159781,0.906,科创创业ETF,0,False,0.010,126.89亿,-1.42|2025-11-04,T+1,113.74亿|2025-11-04,6600.00万
78,1.4513,-0.41,2021-02-19,6.71亿,-0.004,2021-02-25,159869,1.447,游戏ETF,0,False,-0.006,77.80亿,-1.87|2025-11-04,T+1,112.91亿|2025-11-04,1.13亿
79,0.7085,-1.26,2022-04-18,8.53亿,-0.001,2022-04-27,513380,0.707,恒生科技ETF龙头,1,False,-0.009,152.98亿,-1.77|2025-11-04,T+0,108.38亿|2025-11-04,2.45亿
80,0.8816,-1.25,2021-02-22,2.88亿,-0.012,2021-03-04,159851,0.870,金融科技ETF,0,False,-0.011,122.48亿,-1.69|2025-11-04,T+1,107.98亿|2025-11-04,3200.00万
81,1.6019,-0.81,2019-04-22,4.03亿,-0.012,2019-05-16,512760,1.590,芯片ETF,1,False,-0.013,66.68亿,-0.81|2025-11-04,T+1,106.81亿|2025-11-04,3120.00万
82,1.4134,0.50,2019-10-30,4.83亿,0.008,2019-11-26,515180,1.421,红利ETF易方达,1,False,0.007,75.39亿,0.37|2025-11-04,T+1,106.55亿|2025-11-04,-4000.00万
83,1.1272,-0.27,2021-01-18,3.28亿,-0.003,2021-01-28,159841,1.124,证券ETF,0,False,-0.003,92.21亿,-0.50|2025-11-04,T+1,103.94亿|2025-11-04,8700.00万
84,1.7250,-1.06,2023-05-22,4.23亿,0.056,2023-05-31,159501,1.781,纳指ETF嘉实,0,False,-0.019,58.59亿,0.42|2025-11-03,T+0,100.98亿|2025-11-03,500.00万
85,-,0.00,2016-08-15,11.80亿,0.003,2016-09-02,511660,100.003,货币ETF建信添益,1,False,-0.002,1.01亿,0.00|2025-11-04,T+0,100.78亿|2025-11-04,-8400.00
86,2.0887,-1.20,2022-06-13,3.67亿,0.044,2022-07-21,159632,2.133,纳斯达克ETF,0,False,-0.026,48.20亿,0.41|2025-11-03,T+0,100.65亿|2025-11-03,100.00万
