SERIAL,PER_NAV,CHG,STARTDATE,TRADING_VOLUMES,PREMIUM,QJFE_DAY{2025-10-31},FOUND_DATE,NEW_SCALE{2025-11-02},SECURITY_CODE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,T0,NEW_SCALE
14,1.4398,-3.09,2020-09-22,15.31亿,0.002,1.71亿,2020-09-28,727.71亿|2025-10-31,588080,1.442,科创板50ETF,1,False,-0.046,505.43亿,-3.13|2025-10-31,T+1,727.71亿|2025-10-31
15,112.5588,0.01,2020-04-30,403.56亿,0.001,1118.20万,2020-08-03,665.01亿|2025-10-31,511360,112.560,短融ETF,1,False,0.011,5.91亿,0.01|2025-10-31,T+0,665.01亿|2025-10-31
16,1.2527,-1.03,2016-06-20,34.49亿,0.001,10.73亿,2016-07-26,612.77亿|2025-10-31,512880,1.254,证券ETF,1,False,-0.013,489.16亿,-1.08|2025-10-31,T+1,612.77亿|2025-10-31
17,13.4953,0.07,2020-02-10,126.92亿,-0.013,-1700.00万,2020-03-06,585.92亿|2025-10-31,511380,13.482,可转债ETF,1,False,0.009,43.42亿,0.10|2025-10-31,T+0,585.92亿|2025-10-31
18,0.7955,-1.23,2021-05-12,47.61亿,0.007,3.36亿,2021-05-18,450.74亿|2025-10-31,513180,0.802,恒生科技指数ETF,1,False,-0.010,566.62亿,-2.36|2025-10-31,T+0,450.74亿|2025-10-31
19,3.0924,0.10,2021-03-04,2.97亿,-0.003,-,2021-03-18,445.69亿|2025-10-30,159845,3.089,中证1000ETF,0,False,0.003,144.54亿,0.29|2025-10-31,T+1,445.69亿|2025-10-30
20,115.1379,0.16,2022-08-03,37.79亿,-0.031,78.00万,2022-08-19,436.86亿|2025-10-31,511520,115.107,政金债券ETF,1,False,0.188,3.79亿,0.18|2025-10-31,T+0,436.86亿|2025-10-31
21,2.3741,-4.27,2022-09-23,45.17亿,0.001,3.99亿,2022-09-30,412.26亿|2025-10-31,588200,2.375,科创芯片ETF,1,False,-0.106,173.65亿,-4.29|2025-10-31,T+1,412.26亿|2025-10-31
22,0.7832,-1.25,2021-05-12,51.73亿,0.004,6.07亿,2021-05-24,410.62亿|2025-10-31,513130,0.787,恒生科技ETF,1,False,-0.010,524.28亿,-2.16|2025-10-31,T+0,410.62亿|2025-10-31
23,1.6661,-1.51,2016-12-12,23.14亿,-0.030,4300.00万,2017-01-04,400.80亿|2025-10-30,513050,1.636,中概互联网ETF,1,False,-0.025,240.99亿,-0.02|2025-10-30,T+0,400.80亿|2025-10-30
24,0.5988,-0.99,2016-08-01,14.26亿,0.001,8.08亿,2016-08-30,396.43亿|2025-10-31,512000,0.600,券商ETF,1,False,-0.006,662.03亿,-1.07|2025-10-31,T+1,396.43亿|2025-10-31
25,1.4442,-1.22,2022-06-17,10.38亿,0.010,-,2022-06-30,391.04亿|2025-10-30,159636,1.454,港股通科技30ETF,0,False,-0.018,264.41亿,-2.35|2025-10-31,T+0,391.04亿|2025-10-30
26,8.7973,1.14,2014-08-04,17.20亿,-0.027,-,2014-08-13,368.99亿|2025-10-30,159937,8.770,黄金ETF基金,0,False,0.099,42.62亿,1.60|2025-10-31,T+0,368.99亿|2025-10-30
27,3.0873,-0.03,2022-07-22,8636.81万,-0.004,900.00万,2022-07-28,345.49亿|2025-10-31,560010,3.083,中证1000ETF指数,1,False,-0.001,111.91亿,0.29|2025-10-31,T+1,345.49亿|2025-10-31
28,0.5644,-1.04,2021-01-18,32.26亿,0.005,1000.00万,2021-01-26,341.72亿|2025-10-31,513330,0.569,恒生互联网ETF,1,False,-0.006,605.45亿,-2.35|2025-10-31,T+0,341.72亿|2025-10-31
29,2.2005,-2.34,2020-02-24,150.19亿,0.015,1.80亿,2020-03-13,330.05亿|2025-10-31,513090,2.215,香港证券ETF,1,False,-0.053,149.99亿,-3.16|2025-10-31,T+0,330.05亿|2025-10-31
30,119.9595,0.36,2023-02-17,79.79亿,-0.090,181.00万,2023-05-19,321.62亿|2025-10-31,511090,119.870,30年国债ETF,1,False,0.429,2.68亿,0.57|2025-10-31,T+0,321.62亿|2025-10-31
31,9.2072,1.09,2013-10-28,16.70亿,-0.030,-,2013-11-29,314.20亿|2025-10-30,159934,9.177,黄金ETF,0,False,0.099,34.67亿,1.61|2025-10-31,T+0,314.20亿|2025-10-30
32,1.3689,-0.27,2015-05-20,16.04亿,0.069,-,2015-06-10,303.24亿|2025-10-30,159941,1.458,纳指ETF,0,False,-0.004,221.52亿,-1.45|2025-10-30,T+0,303.24亿|2025-10-30
33,1.7646,-4.02,2019-12-24,14.58亿,0.000,-,2020-01-20,287.98亿|2025-10-30,159995,1.765,芯片ETF,0,False,-0.074,156.67亿,-4.00|2025-10-31,T+1,287.98亿|2025-10-30
34,1.5125,-2.89,2016-06-06,25.87亿,0.001,-,2016-06-30,282.95亿|2025-10-30,159949,1.513,创业板50ETF,0,False,-0.045,181.60亿,-2.93|2025-10-31,T+1,282.95亿|2025-10-30
35,10.1960,0.06,2014-10-17,5.25亿,0.005,2410.00万,2014-11-13,265.88亿|2025-10-31,511220,10.201,城投债ETF,1,False,0.006,26.08亿,0.06|2025-10-31,T+0,265.88亿|2025-10-31
36,0.3704,0.82,2019-04-22,6.23亿,0.000,-1.53亿,2019-05-20,256.36亿|2025-10-31,512170,0.370,医疗ETF,1,False,0.003,692.13亿,1.09|2025-10-31,T+1,256.36亿|2025-10-31
37,8.7066,1.04,2013-06-24,4.00亿,-0.022,850.00万,2013-07-18,253.09亿|2025-10-31,518800,8.685,黄金基金ETF,1,False,0.089,29.07亿,1.61|2025-10-31,T+0,253.09亿|2025-10-31
38,1.1878,-0.17,2018-11-21,5.35亿,0.000,2.21亿,2018-12-19,246.45亿|2025-10-31,512890,1.188,红利低波ETF,1,False,-0.002,207.48亿,-0.05|2025-10-31,T+1,246.45亿|2025-10-31
39,1.4897,-3.24,2020-07-20,12.41亿,0.001,-,2020-07-27,240.74亿|2025-10-30,159819,1.491,人工智能ETF,0,False,-0.050,156.29亿,-3.29|2025-10-31,T+1,240.74亿|2025-10-30
40,0.7983,-0.49,2021-05-31,7.60亿,0.007,100.00万,2021-06-21,237.41亿|2025-10-31,513980,0.805,港股科技50ETF,1,False,-0.004,297.39亿,-1.94|2025-10-31,T+0,237.41亿|2025-10-31
41,1.3563,5.12,2022-06-13,132.22亿,0.020,-4150.00万,2022-07-01,234.68亿|2025-10-31,513120,1.376,港股创新药ETF,1,False,0.067,173.03亿,2.80|2025-10-31,T+0,234.68亿|2025-10-31
42,106.5077,0.05,2018-12-10,20.33亿,0.017,11.00万,2018-12-27,234.34亿|2025-10-31,511030,106.525,公司债ETF,1,False,0.051,2.20亿,0.04|2025-10-31,T+0,234.34亿|2025-10-31
43,4.1203,-1.29,2006-03-09,1.54亿,0.007,1650.00万,2006-04-13,234.12亿|2025-10-31,510180,4.127,上证180ETF,1,False,-0.054,56.82亿,-1.44|2025-10-31,T+1,234.12亿|2025-10-31
44,0.8140,-1.20,2021-05-12,14.53亿,0.008,2.41亿,2021-05-18,232.99亿|2025-10-31,513010,0.822,恒生科技ETF易方达,1,False,-0.010,286.23亿,-2.35|2025-10-31,T+0,232.99亿|2025-10-31
45,1.0287,0.00,2021-11-11,11.15亿,0.000,-1050.00万,2021-12-17,231.55亿|2025-10-31,562500,1.029,机器人ETF,1,False,0.000,225.09亿,0.03|2025-10-31,T+1,231.55亿|2025-10-31
46,1.4648,-3.62,2019-04-22,23.48亿,0.000,1.76亿,2019-05-08,231.54亿|2025-10-31,512480,1.465,半导体ETF,1,False,-0.055,158.07亿,-3.57|2025-10-31,T+1,231.54亿|2025-10-31
47,2.2848,-0.77,2013-11-04,5.13亿,0.147,0.00,2013-12-05,224.15亿|2025-10-30,513500,2.454,标普500ETF,1,False,-0.019,98.11亿,-0.97|2025-10-30,T+0,224.15亿|2025-10-30
48,0.8299,0.85,2013-07-15,6.74亿,0.001,-,2013-08-23,209.81亿|2025-10-30,159928,0.831,消费ETF,0,False,0.007,254.85亿,0.80|2025-10-31,T+1,209.81亿|2025-10-30
49,0.5873,1.55,2019-03-11,16.14亿,0.001,-5.98亿,2019-04-04,206.06亿|2025-10-31,512690,0.588,酒ETF,1,False,0.009,350.87亿,1.38|2025-10-31,T+1,206.06亿|2025-10-31
50,0.8117,0.12,2017-05-25,11.70亿,0.001,-1.88亿,2017-07-18,185.36亿|2025-10-31,512800,0.813,银行ETF,1,False,0.001,228.36亿,-0.11|2025-10-31,T+1,185.36亿|2025-10-31
51,3.2388,-0.25,2006-10-30,3.70亿,0.001,1550.00万,2006-11-17,181.82亿|2025-10-31,510880,3.240,红利ETF,1,False,-0.008,56.14亿,-0.22|2025-10-31,T+1,181.82亿|2025-10-31
52,1.7425,-2.24,2017-06-01,8.85亿,0.002,-1.59亿,2017-08-03,175.96亿|2025-10-31,512400,1.744,有色金属ETF,1,False,-0.040,100.98亿,-2.36|2025-10-31,T+1,175.96亿|2025-10-31
53,0.7275,0.55,2021-02-18,9.72亿,0.002,-,2021-02-23,174.70亿|2025-10-30,159870,0.729,化工ETF,0,False,0.004,240.40亿,0.11|2025-10-31,T+1,174.70亿|2025-10-30
54,0.7813,-1.01,2021-05-11,20.22亿,0.007,-,2021-05-18,173.56亿|2025-10-30,159740,0.788,恒生科技ETF,0,False,-0.008,216.95亿,-2.34|2025-10-31,T+0,173.56亿|2025-10-30
55,1.8230,-0.15,2013-04-15,9.32亿,0.132,0.00,2013-04-25,172.57亿|2025-10-30,513100,1.982,纳指ETF,1,False,-0.003,94.66亿,-1.46|2025-10-30,T+0,172.57亿|2025-10-30
56,0.4132,0.98,2013-08-26,6.01亿,0.000,-1.18亿,2013-09-23,172.31亿|2025-10-31,512010,0.413,医药ETF,1,False,0.004,417.02亿,1.30|2025-10-31,T+1,172.31亿|2025-10-31
57,4.0798,-0.83,2015-04-08,1.96亿,-0.001,480.00万,2015-05-05,169.98亿|2025-10-31,512500,4.079,中证500ETF华夏,1,False,-0.034,41.66亿,-0.73|2025-10-31,T+1,169.98亿|2025-10-31
58,1.1069,-0.45,2021-06-01,19.11亿,0.003,-,2021-06-15,168.18亿|2025-10-30,159755,1.110,电池ETF,0,False,-0.005,150.77亿,-0.77|2025-10-31,T+1,168.18亿|2025-10-30
59,1.5974,-0.68,2012-07-09,4.88亿,0.006,-,2012-08-09,152.19亿|2025-10-30,159920,1.603,恒生ETF,0,False,-0.011,93.94亿,-1.40|2025-10-31,T+0,152.19亿|2025-10-30
60,0.8861,-1.33,2014-06-09,7.69亿,0.002,3.91亿,2014-06-26,150.14亿|2025-10-31,512070,0.888,证券保险ETF,1,False,-0.012,169.43亿,-1.57|2025-10-31,T+1,150.14亿|2025-10-31
61,135.3390,0.06,2017-07-17,47.01亿,-0.052,50.00万,2017-08-04,148.75亿|2025-10-31,511260,135.287,十年国债ETF,1,False,0.082,1.10亿,0.11|2025-10-31,T+0,148.75亿|2025-10-31
62,1.2037,-1.23,2016-06-20,5.59亿,0.000,-7600.00万,2016-07-26,146.19亿|2025-10-31,512660,1.204,军工ETF,1,False,-0.015,121.45亿,-1.33|2025-10-31,T+1,146.19亿|2025-10-31
63,1.9293,-2.48,2017-03-22,3.58亿,0.001,-,2017-04-25,146.16亿|2025-10-30,159952,1.930,创业板ETF广发,0,False,-0.049,74.01亿,-2.30|2025-10-31,T+1,146.16亿|2025-10-30
64,0.9940,-1.29,2020-12-01,10.70亿,0.000,-8800.00万,2020-12-07,137.43亿|2025-10-31,515790,0.994,光伏ETF,1,False,-0.013,138.25亿,-1.25|2025-10-31,T+1,137.43亿|2025-10-31
65,0.6874,-1.57,2019-05-24,5.46亿,0.001,7600.00万,2019-07-23,135.75亿|2025-10-31,512710,0.688,军工龙头ETF,1,False,-0.011,197.49亿,-1.55|2025-10-31,T+1,135.75亿|2025-10-31
66,2.9700,-0.77,2013-01-07,2.65亿,-0.001,-,2013-02-06,135.32亿|2025-10-30,159922,2.969,中证500ETF,0,False,-0.023,45.23亿,-0.74|2025-10-31,T+1,135.32亿|2025-10-30
67,1.9455,-0.61,2023-10-16,3.10亿,0.006,3050.00万,2023-10-24,131.16亿|2025-10-31,517520,1.951,黄金股ETF,1,False,-0.012,67.42亿,-0.70|2025-10-31,T+1,131.16亿|2025-10-31
68,1.1814,-1.01,2020-01-02,8.50亿,0.001,3400.00万,2020-01-20,130.51亿|2025-10-31,515220,1.182,煤炭ETF,1,False,-0.012,110.47亿,-0.89|2025-10-31,T+1,130.51亿|2025-10-31
69,1.4444,-0.28,2019-12-23,1.16亿,0.003,-3200.00万,2020-01-17,129.78亿|2025-10-31,515450,1.447,红利低波50ETF,1,False,-0.004,89.85亿,-0.48|2025-10-31,T+1,129.78亿|2025-10-31
70,1.9463,0.26,2023-07-10,12.21亿,0.301,-,2023-07-19,126.29亿|2025-10-30,159509,2.280,纳指科技ETF,0,False,0.006,64.89亿,-1.67|2025-10-30,T+0,126.29亿|2025-10-30
71,3.0800,0.26,2022-07-22,8569.05万,0.000,-,2022-07-27,123.87亿|2025-10-30,159629,3.080,1000ETF,0,False,0.008,40.33亿,0.29|2025-10-31,T+1,123.87亿|2025-10-30
72,0.9201,3.13,2020-03-02,11.69亿,0.002,-,2020-03-20,121.62亿|2025-10-30,159992,0.922,创新药ETF,0,False,0.028,136.24亿,3.07|2025-10-31,T+1,121.62亿|2025-10-30
73,0.9092,-4.21,2021-06-21,4.55亿,0.001,-,2021-06-28,120.39亿|2025-10-30,159781,0.910,科创创业ETF,0,False,-0.040,126.89亿,-4.17|2025-10-31,T+1,120.39亿|2025-10-30
74,1.4527,-3.00,2020-09-22,4.67亿,0.003,1.64亿,2020-09-28,118.73亿|2025-10-31,588050,1.456,科创ETF,1,False,-0.045,81.73亿,-3.11|2025-10-31,T+1,118.73亿|2025-10-31
75,2.7108,-5.26,2019-07-22,24.97亿,0.007,2.69亿,2019-08-16,117.39亿|2025-10-31,515880,2.718,通信ETF,1,False,-0.151,43.30亿,-5.33|2025-10-31,T+1,117.39亿|2025-10-31
76,2.2832,-0.21,2020-10-14,7.10亿,0.112,75.00万,2020-10-22,115.91亿|2025-10-30,513300,2.426,纳斯达克ETF,1,False,-0.005,50.77亿,-1.34|2025-10-30,T+0,115.91亿|2025-10-30
77,0.5867,-0.34,2022-01-17,7.77亿,0.005,4.01亿,2022-02-09,114.54亿|2025-10-31,513770,0.592,港股互联网ETF,1,False,-0.002,195.22亿,-1.76|2025-10-31,T+0,114.54亿|2025-10-31
78,0.8913,0.56,2021-02-22,5.04亿,0.000,-,2021-03-04,111.60亿|2025-10-30,159851,0.891,金融科技ETF,0,False,0.005,125.95亿,0.59|2025-10-31,T+1,111.60亿|2025-10-30
79,1.4277,0.78,2021-02-19,7.31亿,-0.001,-,2021-02-25,109.65亿|2025-10-30,159869,1.427,游戏ETF,0,False,0.011,77.45亿,0.85|2025-10-31,T+1,109.65亿|2025-10-30
80,1.6316,-3.77,2019-04-22,6.50亿,0.002,1.40亿,2019-05-16,108.18亿|2025-10-31,512760,1.634,芯片ETF,1,False,-0.064,66.30亿,-3.79|2025-10-31,T+1,108.18亿|2025-10-31
81,0.7201,-1.09,2022-04-18,5.14亿,0.006,1.13亿,2022-04-27,107.37亿|2025-10-31,513380,0.726,恒生科技ETF龙头,1,False,-0.008,149.11亿,-2.36|2025-10-31,T+0,107.37亿|2025-10-31
82,1.3957,0.07,2019-10-30,7120.20万,0.002,7100.00万,2019-11-26,106.60亿|2025-10-31,515180,1.398,红利ETF易方达,1,False,0.001,76.38亿,-0.05|2025-10-31,T+1,106.60亿|2025-10-31
83,1.1356,-0.96,2021-01-18,5.10亿,0.001,-,2021-01-28,102.37亿|2025-10-30,159841,1.137,证券ETF,0,False,-0.011,89.17亿,-1.08|2025-10-31,T+1,102.37亿|2025-10-30
