SERIAL,PER_NAV,CHG,TRADING_VOLUMES,PREMIUM,QJFE_DAY{2025-12-26},SECURITY_CODE,ETF_TYPE,NEWEST_PRICE,SECURITY_SHORT_NAME,MARKET_NUM,IN_OPTIONAL,PCHG,NEW_SHARE,FUND_CHG_NEW,NEW_SCALE{2025-12-27},T0,NEW_SCALE
133,2.0872,0.38,73.85亿,0.008,0.00,513090,外盘ETF,2.095,香港证券ETF,1,False,0.008,150.30亿,-0.05|2025-12-26,313.72亿|2025-12-26,T+0,313.72亿|2025-12-26
134,0.6087,0.00,1.53亿,-0.001,0.00,513060,外盘ETF,0.608,恒生医疗ETF,1,False,0.000,107.80亿,-0.05|2025-12-26,65.62亿|2025-12-26,T+0,65.62亿|2025-12-26
135,1.4880,0.40,7.35亿,0.001,0.00,513050,外盘ETF,1.491,中概互联网ETF,1,False,0.006,270.31亿,-0.11|2025-12-25,402.23亿|2025-12-25,T+0,402.23亿|2025-12-25
136,1.4007,0.36,2.63亿,0.001,0.00,513040,外盘ETF,1.402,港股通互联网ETF,1,False,0.005,56.21亿,-0.04|2025-12-26,78.73亿|2025-12-26,T+0,78.73亿|2025-12-26
137,0.7509,0.80,2.94亿,0.005,0.00,513010,外盘ETF,0.756,恒生科技ETF易方达,1,False,0.006,351.21亿,-0.05|2025-12-26,263.73亿|2025-12-26,T+0,263.73亿|2025-12-26
138,1.1499,0.52,3017.12万,0.005,0.00,510900,外盘ETF,1.155,恒生中国企业ETF,1,False,0.006,68.51亿,-0.05|2025-12-26,78.78亿|2025-12-26,T+0,78.78亿|2025-12-26
139,1.3564,-0.14,5.41亿,0.066,-,159941,外盘ETF,1.424,纳指ETF,0,False,-0.002,223.33亿,-0.11|2025-12-25,302.92亿|2025-12-25,T+0,302.92亿|2025-12-25
140,1.5826,0.44,1.87亿,-0.002,-,159920,外盘ETF,1.581,恒生ETF,0,False,0.007,90.24亿,-0.04|2025-12-26,142.87亿|2025-12-25,T+0,142.87亿|2025-12-25
141,0.7935,0.13,1.17亿,-0.002,-,159892,外盘ETF,0.792,恒生医药ETF,0,False,0.001,72.69亿,-0.04|2025-12-26,57.70亿|2025-12-25,T+0,57.70亿|2025-12-25
142,0.8585,0.58,9.35亿,0.004,-,159792,外盘ETF,0.862,港股通互联网ETF,0,False,0.005,937.22亿,-0.05|2025-12-26,804.98亿|2025-12-25,T+0,804.98亿|2025-12-25
143,0.7209,0.56,7.09亿,0.003,-,159740,外盘ETF,0.724,恒生科技ETF,0,False,0.004,255.48亿,-0.04|2025-12-26,184.25亿|2025-12-25,T+0,184.25亿|2025-12-25
144,1.3027,0.23,7765.88万,0.001,-,159691,外盘ETF,1.304,港股红利ETF,0,False,0.003,65.59亿,-0.05|2025-12-26,85.49亿|2025-12-25,T+0,85.49亿|2025-12-25
145,1.9437,-0.30,3.23亿,0.069,-,159659,外盘ETF,2.015,纳斯达克100ETF,0,False,-0.006,39.09亿,-0.11|2025-12-25,75.97亿|2025-12-25,T+0,75.97亿|2025-12-25
146,0.6617,0.30,2.28亿,-0.002,-,159636,外盘ETF,0.660,港股通科技30ETF,0,False,0.002,530.87亿,-0.05|2025-12-26,351.43亿|2025-12-25,T+0,351.43亿|2025-12-25
147,2.0484,-0.28,1.04亿,0.078,-,159632,外盘ETF,2.129,纳斯达克ETF,0,False,-0.006,48.55亿,-0.11|2025-12-25,99.44亿|2025-12-25,T+0,99.44亿|2025-12-25
148,1.6176,-0.37,3.58亿,0.000,-,159570,外盘ETF,1.618,港股通创新药ETF,0,False,-0.006,138.34亿,-0.04|2025-12-26,223.87亿|2025-12-25,T+0,223.87亿|2025-12-25
149,0.7835,-0.26,2.21亿,-0.002,-,159567,外盘ETF,0.782,港股创新药ETF,0,False,-0.002,104.67亿,-0.04|2025-12-26,82.04亿|2025-12-25,T+0,82.04亿|2025-12-25
150,1.4482,0.35,6079.21万,0.000,-,159545,外盘ETF,1.448,恒生红利低波ETF,0,False,0.005,51.51亿,-0.04|2025-12-26,74.62亿|2025-12-25,T+0,74.62亿|2025-12-25
151,1.5123,-0.19,4022.83万,0.059,-,159513,外盘ETF,1.573,纳斯达克100指数ETF,0,False,-0.003,40.18亿,-0.10|2025-12-25,60.76亿|2025-12-25,T+0,60.76亿|2025-12-25
152,1.9188,-0.52,4.39亿,0.388,-,159509,外盘ETF,2.309,纳指科技ETF,0,False,-0.012,65.27亿,-0.11|2025-12-25,125.23亿|2025-12-25,T+0,125.23亿|2025-12-25
153,1.6929,0.28,5933.86万,0.114,-,159501,外盘ETF,1.809,纳指ETF嘉实,0,False,0.005,60.34亿,-0.11|2025-12-25,102.15亿|2025-12-25,T+0,102.15亿|2025-12-25
154,1.0654,0.47,8174.89万,0.004,-,159262,外盘ETF,1.069,港股通科技ETF,0,False,0.005,86.16亿,-0.05|2025-12-26,91.83亿|2025-12-25,T+0,91.83亿|2025-12-25
155,1.3153,0.00,6861.79万,-0.005,-,159217,外盘ETF,1.310,港股通创新药ETF工银,0,False,0.000,38.25亿,-0.05|2025-12-26,50.34亿|2025-12-25,T+0,50.34亿|2025-12-25
